abstracts,ieee_keywords,author_keywords
"For mobile-phone camera based VLC, grayscale value fluctuation can cause the data logic not being correctly defined by a threshold curve, and thus affecting the system performance. In the paper, we propose an exponent transform (ET) algorithm to decrease grayscale value fluctuation. Compared with our previously proposed moving exponent average (MEA) algorithm, ET algorithm has advantages in both of computational complexity and BER performance of the system.","['Gray-scale', 'Cameras', 'Light emitting diodes', 'System performance', 'Forward error correction', 'Lenses', 'Ultraviolet sources']","['Visible light communication (VLC)', 'mobile-phone camera', 'grayscale value fluctuation', 'blooming effect', 'exponent transform (ET)', 'moving exponent average (MEA)']"
This work presents a potential technique to obtain a high transmission length using a wide linewidth laser source obtained using an intermediate solution between direct and coherent detection; the delayed self-coherent optical OFDM. The overall system development cost can be reduced with the use of the relaxed laser linewidth without the requirement of a laser local-oscillator at the receiver for a phase-tracking. This is obtained with a phase noise compensation technique using a delay line.,"['Licenses', 'Field-flow fractionation', 'Delays', '5G mobile communication', 'Three-dimensional displays', 'Optical receivers', 'Optical modulation']","['Optical fiber communication', 'OFDM modulation', 'phase walk-off', 'phase-modulation to intensity-modulation', 'phase noise compensation', 'self-coherent optical OFDM', 'self-homodyne optical OFDM']"
"The sensitivity of the interferometric fiber-optic gyroscopes (IFOG) is limited by the relative intensity noise (RIN) of the broadband source used. A fiber-ring resonator (FRR) requires that the fiber segment has the same length as that of the fiber coil of IFOG to suppress RIN. To address this limitation, this study introduced a dual FRR to suppress RIN. This scheme greatly reduces the length of the fiber segment in FRR.","['Optical fibers', 'Optical amplifiers', 'Optical interferometry', 'Optical attenuators', 'Optical fiber couplers', 'Optical fiber amplifiers', 'Optical fiber sensors']","['Gyroscopes', 'optical fiber applications', 'optical fiber sensors']"
"A reflective optical encoder has been proposed and realized capitalizing on a miniaturized sensing head, which integrates both a pair of index gratings and a beam router in a plastic smart frame. The index gratings play a role in selectively transmitting the incident beam carrying the periodic grating pattern of a code scale. The beam router, consisting of a collimating lens in conjunction with a prism, is used to collimate and steer the beam originating from a vertical-cavity surface-emitting laser (VCSEL) toward the code scale. The proposed encoder is rigorously designed by ray optic simulations and manufactured by passively aligning a smart frame, which is produced by plastic injection molding, with a VCSEL at λ = 850 nm and two semicircular photodetectors. The index grating is created by forming an Al grating pattern of a 10- μm pitch on a silica substrate. Two output signals provide sinusoidal signals, which are 90 ° out of phase from each other. The period of the signals is 4 μs at a frequency of 250 kHz, which is equivalent to a period of 10 μm. As expected, the relative phase relationship is reversed by altering the direction of rotation of the code scale. By examining either of the two output signals, we can simply demonstrate positional and angular resolutions of about 10 μm and 0.04 °, respectively. The attained resolutions can be readily enhanced to 2.5 μm and 0.01 °, by simultaneously taking into account the two signals with a distinct 90 ° phase difference.","['Gratings', 'Indexes', 'Optical sensors', 'Optical reflection', 'Vertical cavity surface emitting lasers', 'Laser beams', 'Lenses']","['Sensors', 'micro-optics', 'gratings', 'electro-optical systems']"
"A compact and reliable thin-core fiber (TCF) based in-line Mach-Zehnder interferometric (MZI) sensor for refractive index (RI) measurement is proposed and experimentally demonstrated. A section of TCF is sandwiched between a multi-mode fiber (MMF) and a single-mode fiber (SMF) to form the sensing head. In addition, the use of the differential intensity demodulation method not only greatly reduces the system cost, but also solves the problem of power fluctuation in the RI interrogation system. Three samples with different sensing lengths have been made, and the maximum sensitivity of 59.9 dB/RIU has been obtained in the range of 1.332–1.411 RIU, which means the measurement resolution is about 1.669 × 10 −4 RIU. Besides, the proposed MZI-based RI sensor is less sensitive to temperature, thus the cross-sensitivity effect can be greatly weakened.","['Optical fiber sensors', 'Sensitivity', 'Claddings', 'Optical fiber polarization', 'Indexes', 'Demodulation', 'Temperature measurement']","['Differential intensity demodulation', 'fiber optic sensor', 'in-line Mach-Zehnder interferometer', 'refractive index measurement']"
"Relay assisted transmission can compensate atmospheric turbulence, improve transmission distance, and realize communication between non-linear targets in free space optical communication (FSO) system. Space division multiplexing (SDM) greatly improves the channel capacity of FSO system. This paper focuses on the relay assisted transmission oriented to SDM wireless optical communication system. We develop a dual-hop SDM FSO communication model with two spatial mode channels. At the relay, the received optical signals are amplified by the few mode EDFA and forwarded to the destination. Simulation results show that the bit error rate (BER) of the dual-hop SDM system with a few mode EDFA based relay outperforms the single-hop SDM system. Under BER = 1 \times {10}^{ - 5} , the power budget is increased by 0.53 dB, 1.2 dB, and 4.88 dB, when {\boldsymbol{C}}_{\boldsymbol{n}}^2 = \ 4 \times {10}^{ - 15} , 7 \times {10}^{ - 15} and 1 \times {10}^{ - 14} , respectively. Moreover, the BER performance is the best when the relay is (originally in the middle of the link) slightly closer to the source.","['Relays', 'Electric fields', 'Bit error rate', 'Optical fiber communication', 'Erbium-doped fiber amplifiers', 'Fading channels', 'Optical fiber amplifiers']","['Few-mode EDFA', 'FSO', 'relay', 'space division multiplexing']"
"In this manuscript, we investigate the influence of film thickness uniformity on cavity Q and threshold power in Al2O3:Er3+ DFB lasers. In the meanwhile, we propose a compensation scheme based on a curved DFB structure that follows the circular symmetry of the deposition system. Under the same grating parameters, an output power of 1.2 mW is achieved in a curved DFB laser, demonstrating > 6 times lower threshold power compared to a straight DFB laser.","['Cavity resonators', 'Distributed feedback devices', 'Measurement by laser beam', 'Waveguide lasers', 'Laser feedback', 'Power lasers']","['Integrated optics', 'integrated optics devices', 'lasers', 'guided waves.']"
"We present a remote low-coherence fiber vibrometer, which is composed of a hybrid configuration of Mach-Zehnder and Sagnac interferometer. In the interferometer, the signal and reference beams travel along the same path but in opposite directions. Owing to the fiber differential interferometric theory and a passive demodulation algorithm, absolute amplitude at a distance more than 1 m could be measured. The experimental results demonstrate that the vibrometer has a wide dynamic range for amplitude measurement from 4.34 pm to 2.43 mm. The deviation of measured amplitude is less than 0.8 dB, and the frequency response range is 30 Hz-11 kHz. The proposed method is potentially suitable for applications that require noncontact and high-dynamic-range measurements.","['Optical fiber couplers', 'Optical fiber sensors', 'Vibrations', 'Sagnac interferometers', 'Optical interferometry', 'Optical fiber polarization']","['low coherence', 'remote', 'vibrometer']"
"Access-metro convergence networks (AMCN) have been proposed as a future optical communication network to realize flexible and dynamic bandwidth allocation. An AMCN requires transceivers with different wavelengths for the optical network units (ONUs). This causes an increase in production costs. Although an all-optical wavelength converter (AOWC) mitigates this issue, the AOWC increases the installation cost because it consists of many expensive optical devices. We propose the use of a remotely pumped AOWC (RP-AOWC) with an AMCN. The proposed technique can reduce the number of pump light sources in the AOWC. This paper demonstrates this reduction in the number of light sources and the feasibility of wavelength conversion using pump light propagation. We calculate the reduction in the number of pump sources and the number of transceiver types caused by the use of RP-AOWC and experiment with the wavelength conversion using pump light propagation.","['Relays', 'Transceivers', 'Optical wavelength conversion', 'Passive optical networks', 'Optical pumping', 'Optical network units', 'Optical signal processing']","['Access network system', 'passive optical network (PON)', 'bidirectional transmission', 'interference suppression', 'wavelength division multiplexing (WDM) scheme']"
"A new neural network model is constructed based on the physical recognition process of planar integrated 2F optical correlator. The new optical filter is optimized by training the neural network. The simulation and experimental results show that the optical filter designed in this paper can effectively solve the problem of weak recognition ability of optical correlator for rotating distortion targets, especially for large angle rotating distortion targets.","['Optical distortion', 'Optical computing', 'Optical filters', 'Correlation', 'Target recognition', 'Distortion', 'Optical fiber networks']","['Optical recognition', 'neural network', 'optical filter', 'rotation distortion recognition']"
"We present a new mechanism to realize broadband transmission (BT) at near infrared in a dual-layer metallic-silver-grating structure with a silicon nitride dielectric spacer. The physical mechanism is ascribed to the partial degeneracy between the first-order magnetic polariton (MP 1 ) mode supported in the thin dielectric spacer and the Fabry-Pérot-like resonant modes supported in the gratings' slits. With parameters optimized, high transmittance up to 85% with full-width-at-half-maximum bandwidth of 64% near 1.9 μm can be realized for TM-polarized light. Moreover, the BT can be maintained in a large range of oblique incident angles from 0° to 30°. In another word, the BT is capable of not only collimated beams but also noncollimated incident lights. Moreover, the high-transmission window can be tuned in the IR spectrum region by modulating the metallic gratings' thicknesses.","['Dielectrics', 'Gratings', 'Broadband communication', 'Optical polarization', 'Magnetic fields', 'Integrated circuit modeling', 'Silver']","['Broadband transmission', 'transparent conductor', 'broadband optical polarizer']"
"A screen image synthesis (SIS) system is superior than the conventional methods in terms of high-speed measurement and low screen-cross-talk noise when used as a whole-field light-distribution meter. In this study, we devised a rail-based SIS system as long as an image reconstruction algorithm. This would allow whole-field scattering light and intensity distribution measurements for various sample sizes. The result is that we demonstrate a very fast SIS system for BSDF measurement.","['Meters', 'Reflection', 'Scattering', 'Radar measurements', 'Rails', 'Cameras']","['SIS system', 'screen image synthesis', 'BSDF', 'goniophotometer', 'scatterometer']"
"Chaotic optical communication based on conventional external cavity semiconductor laser is a very promising solution for physical layer secure communication. However, the intrinsic time delay signature (TDS) associated with the external cavity length and the potential direct linear filtering (DLF) or synchronization utilization attack greatly threaten the system security. In this work, we propose and numerically demonstrate a novel scheme for TDS suppression and security enhancement of chaotic optical communication based on external temporal self-feedback hardware encryption and decryption. In this scheme, the confidential chaotic modulated signal is temporally scrambled in the time domain by two optical dispersion components and an electro-optic self-feedback phase modulation loop between them, which simultaneously conceal the TDS and enhance the security against malicious attacks. Proof-of-principle demonstration for a security enhanced chaotic optical communication system with error free transmission is successfully achieved. The proposed scheme may provide a promising way for pure-hardware based physical secure chaotic optical communication systems.","['Chaotic communication', 'Optical fibers', 'Fiber optics', 'Optical feedback', 'Optical transmitters', 'Dispersion', 'Optical fiber communication']","['Optical communications', 'optical encryption', 'chaos', 'semiconductor lasers']"
"A resonant-ring-assisted large mode area segmented cladding fiber (RR-SCF) with a high-index ring in the core is proposed. Numerical investigations of the effects of the high-index ring on the leakage losses of guiding modes, mode area, and electric field distribution of FM of the proposed fiber show the high-index ring not only increases the ratio of the loss between the fundamental mode (FM) and the higher-order modes (HOMs) but also improves the electric field distribution of the FM to be flat. By taking these advantages of the high-index-ring-assisted core, the effective single-mode (SM) operation is achieved in the proposed fiber bent in any orientation, which makes up the defect of the conventional RR-SCF that the SM output is affected by the bending orientation. Meanwhile, the mode area is enlarged. Furthermore, the effects of the heat load, duty cycle, bending, and operation wavelength on the fiber performance are analyzed. The results show single-mode operation in all bending orientations with a mode area larger than 824 μm 2 can be achieved at a tight bending radius of 15 cm to 16 cm when the operating wavelength ranges from 1.06 μm to 1.76 μm. This fiber shows great potential in high-power fiber lasers.","['Bending', 'Indexes', 'Refractive index', 'Frequency modulation', 'Optical fiber polarization', 'Heating systems', 'Optical fiber networks']","['Large mode area', 'high-index ring', 'single-mode operation', 'heat load']"
"A dual-parameter sensor based on a liquid-infiltrated microstructured optical fiber (MOF) is constructed by selective liquid infiltration of one particular cladding air hole in the MOF. The fundamental core mode could be simultaneously coupled to several higher order modes of the adjacent liquid rod waveguide when the phase-matching condition is satisfied, resulting in the emergence of multiple resonance peaks with different sensing characteristics. Our proposed liquid-infiltrated MOF sensor has several advantages, such as high sensitivity and a large measurement range. Moreover, it is able to resolve the temperature-force cross-sensitivity issue that is commonly encountered in most practically deployed sensing components.","['Liquids', 'Liquid waveguides', 'Temperature sensors', 'Optical fibers', 'Optical fiber sensors', 'Sensitivity']","['Fiber optics', 'dual-parameter sensor', 'microstructured optical fiber', 'selective infiltration']"
"This paper presents a miniaturized equipment used in tracking and pointing, and provides a method for free space optical communication among small platform. This scheme uses simple scan mirror and receiver with single photo detector to achieve tracking function. Signal beacon is controlled to rotate around target receiver. Transmitter constantly adjusts emitting direction to track receiver according to received signal intensity, which is send back by reverse laser link. The prototype system is successfully established and its transmitting part consisted by directly modulated laser diode, mechanical collimation lens, and scan mirror is also proved. The receiving end is mainly composed of large area photo detector and short-focal lens. Field-programmable gate array chips set in both ends are used to implement tracking algorithm. This system can track target at speed of 40 mm/s within 2 m distance in an angle range of ±30°. For further application, the system has great potential for miniaturization because of elimination of motors, beacons and cameras in its scheme.","['Receivers', 'Optical transmitters', 'Power lasers', 'Mirrors', 'Laser beams', 'Optical fiber communication', 'Target tracking']","['Free-space optical', 'minimization', 'tracking loops', 'optical wireless']"
"The nonlinear optical material with self-defocusing behavior operating around 1550 nm can provide a solution to alleviate the third-order nonlinear optical effects in fiber optical systems. Here, we experimentally found that ethanol exhibits saturable absorption and self-defocusing behavior with a large negative nonlinear refractive index, which may broaden the potential of the liquid in nonlinear optoelectronic devices.","['Ethanol', 'Optical refraction', 'Optical variables control', 'Ultrafast optics', 'Optical signal processing', 'Optical mixing']","['Light interaction', 'nonlinear effects', 'Kerr effect', 'ultrafast nonlinear processes.']"
The self-heating effect in 1.3-μm InAs/GaAs quantum dot (QD) lasers with different doping levels has been investigated by comparing the characteristics of the threshold current density ( J th ) and modal gain measured in continuous wave and pulsed modes with the heat sink temperature ranging from 20°C to 120°C. The results show that the p -doping can significantly reduce the self-heating effect in QD lasers.,"['Laser modes', 'Temperature measurement', 'Measurement by laser beam', 'Quantum dot lasers', 'Heat sinks', 'Gallium arsenide']","['Characteristic temperature $(T_{0})$', 'modal gain', '$p$-doping', 'quantum dot (QD)']"
"A novel scheme of self-oscillation multicarrier light source based on recirculating frequency shift loop (RFSL) is proposed and experimentally demonstrated in this paper. Compared with conventional RFSL-based multicarrier generation schemes, the radio frequency (RF) signal for driving the modulator in RFSL is generated by an internal self-oscillation of the optical carrier instead of the external commercial RF source device. The self-oscillation method significantly reduces the cost of the light source and decreases the phase noise of RF signal and multicarrier signal. In the experiment, we successfully generate a single-mode oscillation RF signal with the phase noise of −85.10 dBc/Hz at 10 kHz offset frequency. A total of 49 multicarrier optical signals from 1550.59 nm to 1554.44 nm with the power fluctuation as low as 3 dB are obtained. The frequency interval is approximately 10.014 GHz, which is equal to the oscillation frequency of the RF signal.","['Radio frequency', 'RF signals', 'Oscillators', 'Frequency modulation', 'Optical fibers', 'Optical modulation', 'Optical feedback']","['Multicarrier light source', 'recirculating frequency shift loop', 'self-oscillation', 'phase noise']"
"“A bi-directional beam propagation methods (Bi-BPMs) have been studied for many years, but there are few discussions on structural optimization utilizing the techniques. In this paper, we present design approach based on sensitivity analysis utilizing the scattering operator based Bi-BPM. The results in application examples show that our approach have potential to efficiently conduct structural optimization of photonic integrated devices, especially for based on periodic structure.”","['Scattering', 'Transmission line matrix methods', 'Optimization', 'Sensitivity analysis', 'Optical devices', 'Optical waveguide components']","['High-index-contrast waveguide', 'sensitivity analysis', 'structural optimization', 'Bi-directional beam propagation method (Bi-BPM)']"
"We demonstrate a sensitivity-tunable temperature SPR sensor based on side-opening grapefruit fiber. The opening sections of the fiber are coated with gold layer and then filled with a liquid mixture of ethanol and chloroform as the sensing medium. The variation of the temperature will lead to different coupling efficiencies between the core-guided mode and the plasmonic mode, and then resulting in the change of loss spectra of the fiber that will be detected. Simulation results indicate that the temperature sensitivity of the sensor is 19.9 nm/°C at 10°C when the volume fraction of ethanol in the mixture is 0.1. Moreover, by adjusting the volume fraction, the sensitivity of proposed sensor can achieve the upper limit for a certain temperature range without the excitation of higher order plasmonic modes.","['Temperature sensors', 'Optical fiber sensors', 'Ethanol', 'Chlorine compounds', 'Liquids', 'Sensitivity', 'Optical fiber dispersion']","['Microstructured optical fiber', 'optical fiber sensor', 'surface plasmon resonance', 'temperature sensor']"
"A novel absolute calibrate method for digital holographic microscopy with the sequential shift method using Chebyshev polynomials is presented. It can effectively protect the medium and high frequency information of the phase, which can eliminate all complex aberrations. Furthermore, the compensation can be achieved for any traditional optical system of digital holographic microscopy. It is simple, accurate, and requires only an additional three-axis stage for a standard experimental setup.","['Chebyshev approximation', 'Microscopy', 'Optical microscopy', 'Holography', 'Holographic optical components', 'Optical imaging', 'Apertures']","['Aberration compensation', 'digital holography', 'interference microscopy', 'phase measurement.']"
"As a special imaging technique, one of the most important advantages of single-pixel imaging (SPI) than conventional imaging method is that it can recover the object image even through turbid medium. In these situations, the noises bring by the turbid medium usually obey special rules in statistics. While in some other applications, SPI is performed in the environment with complicate ambient light, in which no prior information of the environment noise is known. Aiming at this situation, in this work, the frame-by-frame subtraction-based compressive sensing SPI (FFS-CSPI) method with random 0/1 pattern is used to decrease the effect from the unknown ambient light. The noise robustness of the FFS-CSPI method is analyzed and compared with Hadamard CSPI. In simulation and experiment, two kinds of noises, from external light source and from background video, are considered. The results prove that FFS-CSPI with random 0/1 patterns can achieve higher image quality than conventional mean subtraction method and Hadamard CSPI with the same measurement number. Considering the high refresh rate of digital micromirror device when it loads the 0/1 binary patterns, the imaging speed is acceptable. This work will promote the practical applications of SPI in complicated environment.","['Imaging', 'Lighting', 'Image quality', 'Modulation', 'Noise robustness', 'Compressed sensing', 'Transforms']","['Single-pixel imaging', 'compressive sensing', 'noise robustness']"
"A silicon photomultiplier (SiPM) contains an array of microcells that can each detect individual photons. Consequently, it can arguably result in the most sensitive receiver in visible light communication (VLC). However, each microcell needs a period of several nanoseconds to recover after detecting a photon. This creates a non-linear response and introduces a unique form of inter-symbol interference. In this paper, we first show that this interference splits each element of the received signal constellation into multiple clusters. This observation motivates the investigation into the use of a Radial Basis Function Neural Network (RBFNN) to deal with the impact of the nonlinearity. Both the training procedures and the performance of the RBFNN are explained and discussed in detail. The influence of the number of the RBFNN centers, the widths of the centers, the constellation size and the period of the transmitted signal samples on the system performance are investigated. In addition, two different RBFNN-based data demodulation methods are introduced. The simulation results suggest that the new RBFNN-aided receivers reduce the negative impacts of the SiPM nonlinearity and can result in lower bit error rates (BERs) for a wide range of irradiances on the SiPM.","['Photonics', 'Microcell networks', 'Single-photon avalanche diodes', 'Optical distortion', 'Interference', 'Optical sensors', 'OFDM']","['SiPM', 'SPAD', 'photon-counting', 'nonlinearity', 'machine learning', 'radial basis function neural network']"
"It is challenging to achieve a mode (de)multiplexer with compact footprint, low crosstalk, broad bandwidth, and excellent scalability. In this paper, a silicon mode (de)multiplexer using cascaded particle-swarm-optimized counter-tapered couplers is proposed and experimentally demonstrated. For the designed device, the coupling lengths are 8 μm, 9 μm, and 10 μm. The measured demultiplexed crosstalk is less than -15.15 dB from 1525 to 1596 nm and lower than −18.12 dB from 1525 to 1561 nm.","['Couplers', 'Silicon', 'Couplings', 'Finite difference methods', 'Crosstalk', 'Licenses', 'Bandwidth']","['Integrated optics', 'Silicon waveguide', 'Mode (de)multiplexer', 'Counter-tapered coupler']"
PLS for FSO links has attracted considerable attention in the last few years with the upcoming deployment of 5G networks. This motives us to conduct a new framework for the analysis of how to enhance the ASC by taking full advantage of structures based on multiple inputs at the transmitter-side in the presence of an external observer with arbitrary location and orientation. The developed expressions are used to analyze the effect of some important parameters on the secrecy performance.,"['Anodes', 'Electrostatics', 'Cathodes', 'Sensors', 'Electron multipliers', 'Three-dimensional displays', 'Cameras']","['Electron bombarded CMOS', 'proximity focusing structure', 'simulation of electrostatic distribution']"
"Logic gates in low-photon-number regime can contribute to all optical computing and information processing. However, lack of scheme has been reported. In this work, simultaneous all-optical OR and XOR logic gates based on coupling between bimodal photonic cavity and quantum dot are presented. The performances and robustness to non-idealities are systematically investigated.","['Cavity resonators', 'Couplings', 'Photonics', 'Laser modes', 'Laser excitation', 'Logic gates', 'Delays']","['All-optical logic gates', 'CQED', 'logic gates', 'low-photon-number', 'optical devices', 'quantum mechanics']"
"For the first time, our manuscript proposed a modified measurement method for measuring the beat length of PM-FMF simultaneously without sacrificing accuracy. Compared with the traditional mode-by-mode method, the effectiveness of our proposed method is demonstrated in experimentally. It's greatly beneficial to simplify the complexity of measurement and more scalable to a larger mode number.","['Interference', 'Optical polarization', 'Wavelength measurement', 'Optical refraction', 'Optical variables control', 'Atmospheric measurements', 'Particle measurements']","['Beat-length measurement', 'polarization-maintaining few-mode fiber', 'interferometry.']"
"We propose and demonstrate a high-performance phase-modulated APL based on full spectrum optical sideband processing (FSOSP); Moreover, we use the FSOSP technique to solve the problems of nonlinearity, low gain and dispersion simultaneously in the phase-modulated APLs, while previous works concentrated on only one or two problems of them; Additionally, as compared to other reported phase-modulated APLs with different optical sideband processing techniques, the proposed link performs best.","['Amplitude modulation', 'Optical fiber communication', 'Optical modulation', 'Optical distortion', 'Nonlinear optics', 'Gain', 'Dispersion']","['Analog photonic link', 'phase modulation', 'full spectrum optical sideband processing (FSOSP)', 'gain', 'dispersion and linearity']"
We proposed a novel method for simultaneous measurement of pressure and temperature based on adjustable line scanning polarized low-coherence interferometry. The compensation plate reduces unnecessary redundant configuration of birefringence wedge and makes the line scanning part adjustable according to the sensors. The dual-light-source successfully extends the measuring range and improves the demodulation precision.,"['Temperature measurement', 'Temperature sensors', 'Interference', 'Cavity resonators', 'Silicon', 'Charge coupled devices']","['Fabry-Perot interferometer', 'optical fiber sensor', 'dual-light-source', 'simultaneous pressure and temperature sensing.']"
"In this paper, we present an electrically superimposed method to simultaneously transmit an RF signal and a baseband signal using a single optical transmitter. In this work, to increase the bit rate of baseband signals, the carrier frequency of the RF signal is located at the spectrum dip pf the baseband signal. We experimentally demonstrated the simultaneous transmission of electrically superimposed pre-5G standard RF and OOK/PAM-4 baseband signals using a conventional 50-m GI-MMF.","['Baseband', 'RF signals', 'Radio frequency', 'Vertical cavity surface emitting lasers', 'Cutoff frequency', 'OFDM']","['Radio-over-fiber (RoF)', '4-level pulse amplitude modulation (PAM-4)', 'mobile communications', 'electrically superimposed transmission', 'in-home networks', 'multi-mode fibers (MMFs).']"
"FSO communication network is an urgent development demand to release the line-of-sight requirement and ensure the large capacity data be timely transmitted. It's the first experimental research on the utilization of all-optical signal processing in a FSO communication network. The experimentally measured BER results, in which the power penalties are less than 1dB, validate the feasibility and practicability of the proposed WC-OCS and format conversion processing in an actual FSO network.","['Nonlinear optics', 'Optical fiber networks', 'Optical polarization', 'Binary phase shift keying', 'Optical fibers']","['Format conversion', 'four-wave mixing (FWM)', 'Free-space optical network', 'wavelength conversion-based optical circuit switching (WC-OCS)']"
Not applicable: This submission does not include human or animal research.,"['Licenses', 'Optical filters', 'Image reconstruction', 'Optical recording', 'Optical imaging', 'Information filters']","['Optical image watermarking', 'image reconstruction', 'digital holography', 'deep learning', 'generative adversarial network']"
"We reported a single-notch microwave photonic filter based on a non-sliced amplified spontaneous emission (ASE) source and a laser diode (LD). Normally, the ASE-based microwave photonic filter creates two notch resonance. In our scheme, only one notch resonance is generated, which is more promising. Moreover, the single-notch can be widely tunable.","['Microwave filters', 'Optical filters', 'Optical polarization', 'Microwave photonics', 'Optical modulation', 'Microwave amplifiers']","['Microwave photonic filter (MPF)', 'polarization modulation']"
"A wavelength- and power-reconfigurable platform for blue light emission is realized. The light properties can be switched and tuned on-demand from incoherent to coherent light, i.e. from superluminescence to lasing operations, using a single-port gain chip and multi-branch external cavity elements. The system enables innovative applications in terrestrial ranging, free-space optical communication and sensing.","['Superluminescent diodes', 'Semiconductor lasers', 'Stimulated emission', 'Lasers', 'Diode lasers', 'Optical saturation', 'Optical reflection']","['Amplified spontaneous emission', 'superluminescent diode', 'tunable laser', 'InGaN']"
"We utilize singular spectrum analysis (SSA) for post-processing distance measurement data obtained by a dual-comb femtosecond laser rangefinder. Signal denoising technique based on SSA allows detection of low amplitude vibrations from time series of distance data with limited signal-to-noise ratio (SNR). Various one-dimensional vibrations, including harmonic, amplitude modulated harmonic, and sinc-function vibrations, with micrometer amplitude comparable with measurement uncertainty of laser rangefinder, have been imposed on the target mirror by a piezo positioner. These vibrations have been extracted by SSA and the obtained vibration amplitudes agree with that imposed on the target very well. A commercial interferometer is used to evaluate the accuracy of SSA. Standard deviations of residuals between the SSA extractions and interferometer measurements are smaller than 0.6 \mum. This technique is promising for complex moving pattern detection in object tracking and remote sensing.","['Vibrations', 'Measurement by laser beam', 'Laser beams', 'Ultrafast optics', 'Distance measurement', 'Vibration measurement', 'Optical interferometry']","['Absolute distance measurement', 'femtosecond laser', 'singular spectrum analysis']"
"1. To enhance SMSR and suppress mode-hopping, a novel structure of double ring with FBG with remarkable slow-light effect is proposed. 2.Ring resonances are modulated by Vernier effect and spacing of envelope maxima is greatly enlarged by theory and experiment. 3.SMSR up to 2.87dB, effective FSR of 5 7 and linewidth narrowing of 10 times are obtained experimentally. 4.Such improvements are beneficial for mode hopping suppression of narrow linewidth lasers and enhancing resolution of sensors.","['Optical fiber couplers', 'Reflection', 'Optical fiber sensors', 'Fiber gratings', 'Couplers']","['Fiber ring', 'fiber Bragg grating', 'fiber laser', 'slow-light effect.']"
"Deep-ultraviolet (DUV) optical wireless communications is receiving growing attention owing to a potentially huge range of unlicensed spectral bands with large bandwidth, which may be used to send data at high speeds without being affected by background noise arising from sunlight. In this work, we demonstrated for the first time clear eye-patterns at 1 Mbps in both line-of-sight (LOS) and non-line-of-sight (NLOS) configurations over a communication distance of 80 meters in sunlight.","['Mirrors', 'Nonlinear optics', 'Optical receivers', 'Optical filters', 'Optical transmitters', 'Light emitting diodes', 'Nanostructures']","['Deep-ultraviolet light emitting diodes (DUV-LEDs)', 'solar-blind communications', 'non-line-of-sight (NLOS) wireless communications', 'eye pattern']"
"There have been a lot of researches on the soliton trapping of dispersive waves in the PCF with one zero-dispersion wavelength and two zero-dispersion wavelengths. However, rarely few researches are in the PCF with three zero-dispersion wavelengths. Some new phenomena are found in the PCF, such as soliton-like DW generation and trapping of soliton-like DW.","['Solitons', 'Optical fiber dispersion', 'Charge carrier processes', 'Ultrafast optics', 'Optical pulses', 'Optical pumping']","['Supercontinuum', 'soliton trapping', 'Photonic crystal fiber', 'soliton-like dispersive waves']"
"In this work, we proposed a generalized Hamiltonian approach in the absence of random mode mixing (RMM). It is shown that the Hamiltonian of the probe light is in general spatial dependent. In addition, we emphasis the fact that clear physical pictures of the cross-mode modulation (XMM) nonlinear effect is enabled with the help of Hamiltonian approach.We believe this work would have broad impact on the communities of optical communications, nonlinear optics, optical switching etc.","['Probes', 'Optical waveguides', 'Optical pumping', 'Modulation', 'Optical polarization', 'Optical mixing']","['Fiber non-linear optics', 'Kerr effect.']"
"Transparent ceramic Nd:LuAG was fabricated by using tap-casting method, warm-isostatic pressing process (20 Mpa at 120 °C) and vacuum sintering technology. Then, the Judd-Ofelt analysis of Nd3+ ions was performed to evaluate the absorption line strength, radiative transition probabilities, fluorescence branch ratios, radiative lifetime, and the internal quantum efficiency. Finally, spectroscopic properties of Nd3+ doped into Y2O3 and YAG hosts either in crystal or ceramics were compared.","['Ceramics', 'Absorption', 'Manifolds', 'Ions', 'Fluorescence', 'Laser excitation', 'Wavelength measurement']","['Diode-pumped lasers', 'oxide materials', 'optical and other properties', 'solid-state lasers', 'spectroscopy.']"
"This study proposes a new ultraviolet-infrared (UV-Ir) compatible sensor fabricated using the standard CMOS process. The concept is verified through a numerical simulation, wherein the standard CMOS process parameters used are evaluated. The proposed sensor is an extension of a previously proposed RGB sensor designed on the standard CMOS process, and calculating the current ratio enables the detection of UV with high sensitivity. In addition, the use of current rectification eliminates the short to middle wavelength region and leaves only the Ir region which is used for detection. High dynamic ranges of 160 dB are ensured for all UV, Ir and RGB which they are excellent for color sensing. Consequently, combined with the previously proposed RGB sensing, the new RGB+UV+Ir sensor is realized without any filters.","['Sensors', 'Standards', 'CMOS process', 'Dynamic range', 'Color', 'Silicon', 'Licenses']","['CMOS', 'device simulation', 'infrared', 'ultraviolet']"
